Count,PL2014RCL,PL2015RCL
543.00000000000,15,15
27726.00000000000,15,15
21.00000000000,2,2
49234.00000000000,2,2
180.00000000000,16,16
303.00000000000,20,20
29129.00000000000,15,15
415.00000000000,16,16
2400.00000000000,15,15
22659.00000000000,20,20
206.00000000000,15,15
987.00000000000,14,14
275.00000000000,20,20
12293.00000000000,14,14
102.00000000000,15,15
651524.00000000000,14,14
3659.00000000000,14,14
33.00000000000,15,15
224.00000000000,14,14
3.00000000000,20,20
74.00000000000,15,15
93.00000000000,20,20
2719.00000000000,14,14
2.00000000000,15,15
1.00000000000,15,15
10.00000000000,14,14
10688.00000000000,14,14
171299.00000000000,16,16
471.00000000000,14,14
6277.00000000000,14,14
127.00000000000,15,15
254.00000000000,14,14
43.00000000000,14,14
68.00000000000,15,15
1827.00000000000,16,16
11.00000000000,16,16
180.00000000000,14,14
2031.00000000000,16,16
90.00000000000,15,15
27.00000000000,14,14
2729.00000000000,14,14
60.00000000000,14,14
27.00000000000,15,15
31.00000000000,16,16
131.00000000000,16,16
40.00000000000,14,14
320.00000000000,16,16
2720.00000000000,16,16
8.00000000000,15,15
4.00000000000,14,14
31.00000000000,14,14
2.00000000000,14,14
165.00000000000,14,14
31.00000000000,16,16
15.00000000000,14,14
386.00000000000,14,14
1.00000000000,20,20
14.00000000000,20,20
273.00000000000,14,14
519.00000000000,16,16
43.00000000000,14,14
9.00000000000,16,16
4.00000000000,15,15
1.00000000000,16,16
26.00000000000,16,16
4.00000000000,16,16
5.00000000000,14,14
2634.00000000000,16,16
61.00000000000,16,16
9.00000000000,12,12
105.00000000000,12,12
1263.00000000000,14,14
289.00000000000,14,14
5.00000000000,14,14
71.00000000000,14,14
1.00000000000,12,12
5.00000000000,15,15
2.00000000000,16,16
2.00000000000,16,16
16.00000000000,14,14
5.00000000000,14,14
5.00000000000,16,16
186.00000000000,16,16
31.00000000000,15,15
82.00000000000,15,15
47.00000000000,16,16
1761.00000000000,16,16
34.00000000000,14,14
1493.00000000000,16,16
8.00000000000,14,14
37.00000000000,14,14
17.00000000000,12,12
4618.00000000000,12,12
307.00000000000,14,14
29.00000000000,20,20
10417.00000000000,16,16
7.00000000000,16,16
976.00000000000,14,14
45.00000000000,14,14
14.00000000000,12,12
419.00000000000,16,16
31.00000000000,16,16
797.00000000000,14,14
4.00000000000,12,12
339.00000000000,12,12
20.00000000000,14,14
300.00000000000,16,16
28756.00000000000,12,12
4.00000000000,16,16
8.00000000000,14,14
6.00000000000,16,16
12.00000000000,12,12
758.00000000000,16,16
39730.00000000000,16,16
30.00000000000,14,14
1.00000000000,12,12
118.00000000000,16,16
63.00000000000,12,12
3.00000000000,12,12
197.00000000000,14,14
458.00000000000,12,12
5.00000000000,16,16
6.00000000000,12,12
1.00000000000,15,15
6.00000000000,16,16
642.00000000000,16,16
1630.00000000000,16,16
14.00000000000,12,12
1951.00000000000,16,16
4590.00000000000,13,13
25.00000000000,14,14
63.00000000000,16,16
1.00000000000,15,15
2.00000000000,14,14
1.00000000000,16,16
18.00000000000,20,20
1849.00000000000,16,16
1874.00000000000,12,12
230977.00000000000,12,12
4.00000000000,15,15
350.00000000000,13,13
82.00000000000,14,14
22.00000000000,13,13
859.00000000000,16,16
1786.00000000000,14,14
3.00000000000,16,16
3668.00000000000,12,12
66.00000000000,20,20
1.00000000000,12,12
82.00000000000,12,12
136.00000000000,14,14
7.00000000000,12,12
470.00000000000,20,20
1.00000000000,14,14
1.00000000000,20,20
2.00000000000,15,15
26.00000000000,14,14
39.00000000000,14,14
129.00000000000,12,12
7.00000000000,12,12
17.00000000000,15,15
11.00000000000,20,20
2.00000000000,20,20
1.00000000000,13,13
89.00000000000,15,15
3.00000000000,14,14
2082.00000000000,16,16
149.00000000000,16,16
3525.00000000000,14,14
22.00000000000,13,13
5.00000000000,20,20
8.00000000000,16,16
2.00000000000,14,14
3.00000000000,14,14
2.00000000000,15,15
754.00000000000,12,12
13.00000000000,15,15
85.00000000000,12,12
352.00000000000,20,20
6.00000000000,20,20
1.00000000000,16,16
17.00000000000,14,14
22.00000000000,13,13
83.00000000000,12,12
3.00000000000,12,12
57.00000000000,16,16
1.00000000000,16,16
331.00000000000,12,12
82.00000000000,16,16
50.00000000000,14,14
14.00000000000,12,12
39.00000000000,12,12
10.00000000000,16,16
3.00000000000,16,16
9.00000000000,16,16
3.00000000000,12,12
9.00000000000,14,14
5.00000000000,15,15
75.00000000000,15,15
1012.00000000000,14,14
45.00000000000,16,16
4.00000000000,20,20
4.00000000000,16,16
1.00000000000,20,20
7.00000000000,20,20
11.00000000000,13,13
94.00000000000,16,16
115.00000000000,16,16
6441.00000000000,16,16
121.00000000000,23,23
1338.00000000000,14,14
120.00000000000,14,14
6718.00000000000,16,16
15020.00000000000,16,16
27.00000000000,12,12
7.00000000000,13,13
193.00000000000,12,12
1.00000000000,15,15
217.00000000000,15,15
221.00000000000,15,15
7766.00000000000,15,15
27962.00000000000,12,12
35.00000000000,16,16
36.00000000000,14,14
1.00000000000,13,13
8.00000000000,16,16
2327.00000000000,12,12
186.00000000000,16,16
1376.00000000000,12,12
98.00000000000,20,20
147.00000000000,13,13
156.00000000000,16,16
2.00000000000,16,16
213.00000000000,20,20
40.00000000000,14,14
352.00000000000,13,13
3301.00000000000,13,13
510.00000000000,16,16
4019.00000000000,14,14
5.00000000000,16,16
68.00000000000,16,16
2815.00000000000,13,13
6945.00000000000,13,13
3.00000000000,20,20
99.00000000000,12,12
21.00000000000,12,12
184.00000000000,14,14
7.00000000000,14,14
43.00000000000,12,12
8.00000000000,20,20
159.00000000000,16,16
5.00000000000,16,16
11.00000000000,12,12
27.00000000000,13,13
7.00000000000,13,13
4174.00000000000,13,13
3.00000000000,13,13
227.00000000000,12,12
1.00000000000,13,13
1393.00000000000,12,12
1583.00000000000,16,16
95.00000000000,13,13
12.00000000000,16,16
201.00000000000,14,14
2.00000000000,13,13
20.00000000000,16,16
1215.00000000000,14,14
58.00000000000,14,14
894.00000000000,15,15
4035.00000000000,12,12
54.00000000000,12,12
3.00000000000,16,16
2145.00000000000,12,12
412.00000000000,13,13
137.00000000000,16,16
37.00000000000,14,14
9.00000000000,13,13
3.00000000000,14,14
12.00000000000,15,15
7.00000000000,20,20
229.00000000000,15,15
1.00000000000,13,13
15.00000000000,20,20
378.00000000000,14,14
4.00000000000,15,15
27.00000000000,14,14
401680.00000000000,13,13
117.00000000000,16,16
1966.00000000000,14,14
12.00000000000,16,16
854.00000000000,16,16
20.00000000000,15,15
327.00000000000,16,16
210.00000000000,16,16
681.00000000000,13,13
1.00000000000,13,13
7887.00000000000,12,12
685.00000000000,14,14
31.00000000000,12,12
14671.00000000000,13,13
1713.00000000000,16,16
646.00000000000,12,12
30488.00000000000,12,12
1817.00000000000,16,16
463.00000000000,16,16
4.00000000000,14,14
16.00000000000,12,12
2.00000000000,14,14
9055.00000000000,14,14
26.00000000000,12,12
1182.00000000000,12,12
24.00000000000,16,16
105.00000000000,16,16
31.00000000000,12,12
157.00000000000,12,12
148.00000000000,12,12
9.00000000000,12,12
197.00000000000,8,8
407.00000000000,16,16
75.00000000000,16,16
2888.00000000000,12,12
59.00000000000,14,14
4.00000000000,16,16
2.00000000000,12,12
3.00000000000,12,12
40.00000000000,14,14
52.00000000000,16,16
7.00000000000,12,12
57.00000000000,8,8
67.00000000000,12,12
78.00000000000,14,14
7.00000000000,20,20
627.00000000000,12,12
672.00000000000,12,12
330.00000000000,16,16
30.00000000000,16,16
193.00000000000,14,14
182.00000000000,16,16
2.00000000000,16,16
2.00000000000,12,12
2.00000000000,20,20
14.00000000000,12,12
411.00000000000,12,12
15.00000000000,13,13
57921.00000000000,12,12
1.00000000000,12,12
103.00000000000,14,14
545.00000000000,13,13
31.00000000000,12,12
8447.00000000000,12,12
19.00000000000,12,12
12.00000000000,14,14
165.00000000000,12,12
9.00000000000,14,14
646.00000000000,14,14
1.00000000000,14,14
1593.00000000000,12,12
86.00000000000,16,16
227.00000000000,12,12
44.00000000000,16,16
1336.00000000000,14,14
43.00000000000,16,16
10676.00000000000,12,12
120.00000000000,16,16
2104.00000000000,14,14
24.00000000000,14,14
137.00000000000,14,14
45.00000000000,14,14
2.00000000000,14,14
1.00000000000,16,16
83.00000000000,16,16
104.00000000000,15,15
7.00000000000,16,16
2.00000000000,16,16
1496.00000000000,16,16
11.00000000000,14,14
6.00000000000,16,16
29.00000000000,14,14
16.00000000000,14,14
18.00000000000,16,16
179.00000000000,16,16
242.00000000000,12,12
1.00000000000,12,12
450.00000000000,16,16
67.00000000000,12,12
2.00000000000,14,14
2.00000000000,16,16
18.00000000000,12,12
1873.00000000000,14,14
1.00000000000,14,14
23.00000000000,15,15
66.00000000000,16,16
2238.00000000000,16,16
50.00000000000,12,12
4.00000000000,14,14
99.00000000000,12,12
10689.00000000000,13,13
4.00000000000,16,16
6.00000000000,16,16
3.00000000000,16,16
53.00000000000,16,16
378.00000000000,16,16
64.00000000000,20,20
107.00000000000,12,12
3.00000000000,13,14
5.00000000000,13,14
74.00000000000,12,12
62.00000000000,16,16
2.00000000000,7,14
46.00000000000,7,7
2.00000000000,16,16
104.00000000000,12,12
14.00000000000,13,14
17.00000000000,7,7
2226.00000000000,13,13
2556.00000000000,13,13
2.00000000000,12,12
